D:/Sources/Other/renderdoc-profiler-counters/example.rdc - Frame #4294967295

 EID  | Event                                                         | Action #
1792  |           - DrawIndexedInstanced(792, 1)                      | 385   
1794  |           - DrawIndexedInstanced(792, 1)                      | 386   
1796  |           - DrawIndexedInstanced(792, 1)                      | 387   
1798  |           - DrawIndexedInstanced(792, 1)                      | 388   
1800  |           - DrawIndexedInstanced(792, 1)                      | 389   
1802  |           - DrawIndexedInstanced(792, 1)                      | 390   
1804  |           - DrawIndexedInstanced(792, 1)                      | 391   
1806  |           - DrawIndexedInstanced(792, 1)                      | 392   
1808  |           - DrawIndexedInstanced(792, 1)                      | 393   
1810  |           - DrawIndexedInstanced(792, 1)                      | 394   
1812  |           - DrawIndexedInstanced(792, 1)                      | 395   
1814  |           - DrawIndexedInstanced(792, 1)                      | 396   
1816  |           - DrawIndexedInstanced(792, 1)                      | 397   
1818  |           - DrawIndexedInstanced(792, 1)                      | 398   
1820  |           - DrawIndexedInstanced(792, 1)                      | 399   
1822  |           - DrawIndexedInstanced(792, 1)                      | 400   
1824  |           - DrawIndexedInstanced(792, 1)                      | 401   
1826  |           - DrawIndexedInstanced(792, 1)                      | 402   
1828  |           - DrawIndexedInstanced(792, 1)                      | 403   
1830  |           - DrawIndexedInstanced(792, 1)                      | 404   
1832  |           - DrawIndexedInstanced(792, 1)                      | 405   
1834  |           - DrawIndexedInstanced(792, 1)                      | 406   
1836  |           - DrawIndexedInstanced(792, 1)                      | 407   
1838  |           - DrawIndexedInstanced(792, 1)                      | 408   
1840  |           - DrawIndexedInstanced(792, 1)                      | 409   
1842  |           - DrawIndexedInstanced(792, 1)                      | 410   
1844  |           - DrawIndexedInstanced(792, 1)                      | 411   
1846  |           - DrawIndexedInstanced(792, 1)                      | 412   
1848  |           - DrawIndexedInstanced(792, 1)                      | 413   
1850  |           - DrawIndexedInstanced(792, 1)                      | 414   
1852  |           - DrawIndexedInstanced(792, 1)                      | 415   
1854  |           - DrawIndexedInstanced(792, 1)                      | 416   
1856  |           - DrawIndexedInstanced(792, 1)                      | 417   
1858  |           - DrawIndexedInstanced(792, 1)                      | 418   
1860  |           - DrawIndexedInstanced(792, 1)                      | 419   
1862  |           - DrawIndexedInstanced(792, 1)                      | 420   
1864  |           - DrawIndexedInstanced(792, 1)                      | 421   
1866  |           - DrawIndexedInstanced(792, 1)                      | 422   
1868  |           - DrawIndexedInstanced(792, 1)                      | 423   
1870  |           - DrawIndexedInstanced(792, 1)                      | 424   
1872  |           - DrawIndexedInstanced(792, 1)                      | 425   
1874  |           - DrawIndexedInstanced(792, 1)                      | 426   
1876  |           - DrawIndexedInstanced(792, 1)                      | 427   
1878  |           - DrawIndexedInstanced(792, 1)                      | 428   
1880  |           - DrawIndexedInstanced(792, 1)                      | 429   
1882  |           - DrawIndexedInstanced(792, 1)                      | 430   
1884  |           - DrawIndexedInstanced(792, 1)                      | 431   
1886  |           - DrawIndexedInstanced(792, 1)                      | 432   
1888  |           - DrawIndexedInstanced(792, 1)                      | 433   
1890  |           - DrawIndexedInstanced(792, 1)                      | 434   
1892  |           - DrawIndexedInstanced(792, 1)                      | 435   
1894  |           - DrawIndexedInstanced(792, 1)                      | 436   
1896  |           - DrawIndexedInstanced(792, 1)                      | 437   
1898  |           - DrawIndexedInstanced(792, 1)                      | 438   
1900  |           - DrawIndexedInstanced(792, 1)                      | 439   
1902  |           - DrawIndexedInstanced(792, 1)                      | 440   
1904  |           - DrawIndexedInstanced(792, 1)                      | 441   
1906  |           - DrawIndexedInstanced(792, 1)                      | 442   
1908  |           - DrawIndexedInstanced(792, 1)                      | 443   
1910  |           - DrawIndexedInstanced(792, 1)                      | 444   
1912  |           - DrawIndexedInstanced(792, 1)                      | 445   
1914  |           - DrawIndexedInstanced(792, 1)                      | 446   
1916  |           - DrawIndexedInstanced(792, 1)                      | 447   
1918  |           - DrawIndexedInstanced(792, 1)                      | 448   
1920  |           - DrawIndexedInstanced(792, 1)                      | 449   
1922  |           - DrawIndexedInstanced(792, 1)                      | 450   
1924  |           - DrawIndexedInstanced(792, 1)                      | 451   
1926  |           - DrawIndexedInstanced(792, 1)                      | 452   
1928  |           - DrawIndexedInstanced(792, 1)                      | 453   
1930  |           - DrawIndexedInstanced(792, 1)                      | 454   
1932  |           - DrawIndexedInstanced(792, 1)                      | 455   
1934  |           - DrawIndexedInstanced(792, 1)                      | 456   
1936  |           - DrawIndexedInstanced(792, 1)                      | 457   
1938  |           - DrawIndexedInstanced(792, 1)                      | 458   
1940  |           - DrawIndexedInstanced(792, 1)                      | 459   
1942  |           - DrawIndexedInstanced(792, 1)                      | 460   
1944  |           - DrawIndexedInstanced(792, 1)                      | 461   
1946  |           - DrawIndexedInstanced(792, 1)                      | 462   
1948  |           - DrawIndexedInstanced(792, 1)                      | 463   
1950  |           - DrawIndexedInstanced(792, 1)                      | 464   
1952  |           - DrawIndexedInstanced(792, 1)                      | 465   
1954  |           - DrawIndexedInstanced(792, 1)                      | 466   
1956  |           - DrawIndexedInstanced(792, 1)                      | 467   
1958  |           - DrawIndexedInstanced(792, 1)                      | 468   
1960  |           - DrawIndexedInstanced(792, 1)                      | 469   
1962  |           - DrawIndexedInstanced(792, 1)                      | 470   
1964  |           - DrawIndexedInstanced(792, 1)                      | 471   
1966  |           - DrawIndexedInstanced(792, 1)                      | 472   
1968  |           - DrawIndexedInstanced(792, 1)                      | 473   
1970  |           - DrawIndexedInstanced(792, 1)                      | 474   
1972  |           - DrawIndexedInstanced(792, 1)                      | 475   
1974  |           - DrawIndexedInstanced(792, 1)                      | 476   
1976  |           - DrawIndexedInstanced(792, 1)                      | 477   
